Time[s], Channel 0
0.000000000000000, 0
0.281932333333333, 1
0.281932416666667, 0
0.281932500000000, 1
0.304753750000000, 0
0.305416166666667, 1
0.305766000000000, 0
0.306427000000000, 1
0.306779500000000, 0
0.306885916666667, 1
0.307791416666667, 0
0.308450833333333, 1
0.308803000000000, 0
0.308909500000000, 1
0.309815583333333, 0
0.310474916666667, 1
0.310827166666667, 0
0.310933583333333, 1
0.311839833333333, 0
0.312501000000000, 1
0.312851416666667, 0
0.312957666666667, 1
0.313863666666667, 0
0.313969750000000, 1
0.376601333333333, 0
0.377262083333333, 1
0.377612000000000, 0
0.378272833333333, 1
0.378625500000000, 0
0.379286916666667, 1
0.379639583333333, 0
0.379745916666667, 1
0.380651333333333, 0
0.380758000000000, 1
0.381664500000000, 0
0.382325750000000, 1
0.382678833333333, 0
0.383340083333333, 1
0.383690666666667, 0
0.384351166666667, 1
0.384704083333333, 0
0.384809833333333, 1
0.385716666666667, 0
0.386375500000000, 1
0.386729166666667, 0
0.386834833333333, 1
0.387743750000000, 0
0.387849333333333, 1
0.388755000000000, 0
0.389415083333333, 1
0.389767166666667, 0
0.390428750000000, 1
0.390778583333333, 0
0.390884416666667, 1
0.391791500000000, 0
0.391897166666667, 1
0.392803833333333, 0
0.393464583333333, 1
0.393815833333333, 0
0.394474833333333, 1
0.400800916666667, 0
0.401464250000000, 1
0.401811750000000, 0
0.402472666666667, 1
0.402824833333333, 0
0.403487416666667, 1
0.403836000000000, 0
0.403943083333333, 1
0.404847333333333, 0
0.404954166666667, 1
0.405859416666667, 0
0.406520000000000, 1
0.406871000000000, 0
0.407534083333333, 1
0.407883083333333, 0
0.407990083333333, 1
0.408895916666667, 0
0.409558250000000, 1
0.409908416666667, 0
0.410569333333333, 1
0.410919833333333, 0
0.411580416666667, 1
0.411933583333333, 0
0.412596500000000, 1
0.417924250000000, 0
0.418586333333333, 1
0.418936333333333, 0
0.419599750000000, 1
0.419948333333333, 0
0.420055500000000, 1
0.420960916666667, 0
0.421067833333333, 1
0.421972333333333, 0
0.422079250000000, 1
0.422984083333333, 0
0.423091000000000, 1
0.423995416666667, 0
0.424658833333333, 1
0.425006416666667, 0
0.425113500000000, 1
0.426017750000000, 0
0.426678000000000, 1
0.427029000000000, 0
0.427692666666667, 1
0.428040666666667, 0
0.428701500000000, 1
0.429051750000000, 0
0.429712500000000, 1
0.430062750000000, 0
0.430725333333333, 1
0.431077416666667, 0
0.431739000000000, 1
0.432090500000000, 0
0.432754083333333, 1
0.433101916666667, 0
0.433763833333333, 1
0.679974833333333, 0
0.680638000000000, 1
0.680986583333333, 0
0.681646750000000, 1
0.681998083333333, 0
0.682658166666667, 1
0.683011833333333, 0
0.683118833333333, 1
0.684025416666667, 0
0.684688000000000, 1
0.685038000000000, 0
0.685701000000000, 1
0.686049000000000, 0
0.686711750000000, 1
0.687061666666667, 0
0.687722500000000, 1
0.688076666666667, 0
0.688183833333333, 1
0.689089333333333, 0
0.689752666666667, 1
0.690100500000000, 0
0.690207666666667, 1
0.691114083333333, 0
0.691221000000000, 1
0.692127500000000, 0
0.692787500000000, 1
0.693139166666667, 0
0.693800583333333, 1
0.694153250000000, 0
0.694260250000000, 1
0.695165833333333, 0
0.695272666666667, 1
0.696176916666667, 0
0.696838166666667, 1
0.697189500000000, 0
0.697296500000000, 1
0.714123583333333, 0
0.714785333333333, 1
0.715136000000000, 0
0.715797416666667, 1
0.716148083333333, 0
0.716810500000000, 1
0.717159500000000, 0
0.717266500000000, 1
0.718172333333333, 0
0.718279166666667, 1
0.719183333333333, 0
0.719846333333333, 1
0.720195583333333, 0
0.720856750000000, 1
0.721207333333333, 0
0.721868500000000, 1
0.722220000000000, 0
0.722327166666667, 1
0.723231416666667, 0
0.723892666666667, 1
0.724245333333333, 0
0.724352333333333, 1
0.725257583333333, 0
0.725364333333333, 1
0.726271333333333, 0
0.726933500000000, 1
0.727283833333333, 0
0.727945916666667, 1
0.728297500000000, 0
0.728404583333333, 1
0.729309083333333, 0
0.729416000000000, 1
0.730320416666667, 0
0.730982500000000, 1
0.731331333333333, 0
0.731992833333333, 1
0.893573416666667, 0
0.894235500000000, 1
0.894584083333333, 0
0.895246250000000, 1
